id|text|source|page
41|"第三章李绿色高效栽培技术
促进果树花芽分化，减少落花落果，防止大小年出现；提高果品产量
和质量。李果实比其他果树果实小，促使李果实增大的措施除了疏果
与修剪之外，主要靠合理施肥来调节。
不同品种李果实发育时间差异很大(55~155天)，因此，应根据品
种、植株长势、坐果量、土壤状况等具体情况进行施肥。不仅要注意
不同肥料种类的配合，如有机肥和无机肥配合，大量元素与中、微量
元素配合，还应科学地确定施肥量和施肥次数。
李生长旺盛，结果量大，对土壤养分的需求比其他果树多。据报
道，一般每生产100千克果实，需吸收氮0.7~1.2千克、磷0.4~0.5
千克、钾0.61千克,同时还需要一定的铁、钙、镁、硼、锌、锰等
中、微量元素，且需求量明显高于其他果树。李需求氮、磷、钾、
钙、镁的比例为10∶4.2∶8.5∶22.7∶2.1,一般认为李最佳氮、磷、
钾比例为1∶0.5∶1,盛果期树为1∶2∶1。
一年之中，不同生育时期，李对养分的需求不同。萌芽期至开花
期和幼果期需要大量氮和硼，花芽分化期和果实膨大期需要大量镁、
锌和磷、钾，果实成熟期需大量钾和钙。李结果期间消耗了树体大量
的营养，必须在采果后及时给树体补充营养，才能恢复树势，积累树
体养分，保证花芽分化正常进行，提高花芽质量和越冬抗寒能力，应
该及时补充氮素营养；秋季休眠前需施入大量有机肥并适量补充中、
微量元素肥。按照不同生育期划分，李施肥主要分为基肥(采果肥)、
追肥(花后)和叶面喷肥。
1.基肥(采果肥)基肥是能较长时期为李提供多种养分的肥
料，一般为迟效性肥料，其中含有丰富的有机质和腐殖质，以及果树
所需的大量元素和中、微量元素，为完全肥料，其养分主要以有机状
态存在，需要经过微生物发酵分解，才能被果树吸收利用。常见基肥
有堆肥、厩肥、作物秸秆、绿肥、落叶等农家肥，也可直接使用充分
腐熟的商品有机肥。
施基肥最适宜时期是秋季(落叶前1个月)，一般以有机肥为主，
配合适量复合肥和中、微量元素肥开深沟施入。基肥(秋肥)
·45·"|./李高效生产及绿色防控技术.pdf|41
42|"李高效生产及绿色防控技术
是较长时期供给果树养分的肥料，早秋施肥优于冬施，更优于春
施。早秋施肥，根系正值生长高峰，断根容易愈合长出新根，有机
肥腐烂、分解时间充分，矿质化程度高，翌年春季可及时为果树吸
收利用，还可以提高地温，减少根系冻害；部分肥料可以当年被树
体吸收，有利于树势恢复、有机营养的制造和贮藏。
在生产实践中，基肥(采果肥)一般在采果后施人，以有机肥
为主，配合复合肥和微量元素肥，可及时补充树体养分，恢复树
势，促进根系的更新和养分的吸收，促进花芽分化，并增强树体抗
性。
施肥方法通常采用环状沟施、放射状沟施、灌溉式施肥等。环
状沟施是指在树冠滴水线外围挖环状施肥沟，宽35~40厘米、深4
0~60厘米，将肥料与表层土混匀后施入沟中后覆土。该方法操作
简单，用肥经济集中。放射状沟施是以树干为中心，以树盘1/2处
为起点向外开挖4~6条放射状施肥沟进行施肥，沟长宜超过树冠滴
水线，里浅外深。该法比环状施肥沟伤根少，但挖沟时应避开大
根，并注意隔年更换放射状沟位置，以扩大施肥范围。灌溉式施肥
通常需要结合水肥一体化设备进行施肥，如使用施肥枪通过高压方
式将液态有机肥施入土壤中。
不同品种的施肥量有所不同。中、晚熟品种每株施用有机肥1
0~20千克+复合肥(N:P:K=15:15:15)1.0~1.5千克+微量元素肥2
0~30克+硼、锌肥各10~20克，开深沟施入；早熟品种一般在采果
后1周内，每株施复合肥(N：P：K=15：15：15)0.1~0.2千克或
(N:P:K=25:5:15)0.1~0.2千克,以促进树势尽快恢复，到秋季再
按以上采果肥配方秋施基肥。
2.追肥(花后)花后追肥，又称幼果膨大肥或中平衡肥，一
般在幼果膨大期至转色期施入，此时正值幼果、新梢同时进入生长
高峰，为避免互相争肥，应及时追施氮、磷、钾肥，以减少生理
落果，提高坐果率，促进幼果、新梢同时生长。此期施肥不仅能促
进果实增大，还可以为花芽分化创造良好的条件。根据李品种果实
发育期长短不同，花后追肥可进行1~2次，间隔30天左右追施1
次,每株可用松尔肥(N:P:K=15:5:20)1.0~1.5千克+壮多微量元
素肥5~10克，补充树体营养，促进果实膨大和花芽分化。
·46·"|./李高效生产及绿色防控技术.pdf|42
43|"第三章李绿色高效栽培技术
3.叶面喷肥叶面喷肥是根部追肥的有效补充，可快速被植株
吸收利用，通过根外追肥补充钙、镁、硼、锌、铁等中、微量元
素，对保花保果，预防缩果、裂果等因缺素造成的生理病害，促进
果实着色，提高商品性具有重要作用。
在生产实践中，叶面喷肥(根外追肥)有几个关键时期，应结合
病虫重防治等及时进行。
(1)开花前。此期是叶面补硼的关键时期，可用硼1000〜1500
倍液或络微2000~3000倍液叶面喷施，促进授粉受精，提高坐果
率。
(2)谢花后2周内。此期是叶面补锌的最佳时期，可用锌600~
800倍液或络微2000~3000倍液叶面喷施，促进种子发育，缓解因
缺素造成的落果现象。
(3)果实膨大期。此期是补钙的关键时期，可用络佳钙1000∼
1500倍液或动力钙600〜800倍液或氨基酸钙600〜800倍液叶面
喷施，预防、减轻裂果，改善品质。
(三)水分管理
李是浅根性果树，抗旱性中等，喜潮湿，但不耐涝。各时期李
对水分的需求是不相同的。新梢旺盛生长和果实迅速膨大时是需水
最多、对缺水最敏感的时期，是李的需水临界期。花期干旱或水分
过多，常会引起落花落果。冬季干旱时，如果土壤含水量偏低，能
引起抽条，枝条干枯似冻害。夏季降水量大，果园积水，一方面由
于缺氧而影响根系的生长与对水分的吸收等，造成生理缺水，另一
方面又容易使一些接近成熟的果实发生裂果。因此，一年中要抓好
几次关键时期进行灌水。
1.灌水的时期
(1)越冬水。越冬水也称封冻水，一般应在小雪节气前15天
·47·"|./李高效生产及绿色防控技术.pdf|43
44|"李高效生产及绿色防控技术
灌水为宜，结合施肥灌大水，湿土层达80厘米最好。越冬水能使
土壤上层保持湿润，以供给整个冬季里树体的需水。
(2)花前灌水。在萌芽前20天左右结合施肥灌入。休眠后的
李，随着春天地温升高，慢慢恢复其旺盛的生命活动，养分与水分
向每个枝芽运送。灌水时应沟灌或单株盘灌，这样灌水容易均匀，
湿润土层50厘米即可。花前灌水使花芽充实饱满，保持花芽有一定
的养分和水分，为保证授粉良好和提高坐果率奠定较好基础。
(3)幼果灌水。幼果灌水一般在花落后的幼果定果之时进行。
幼果定果后20天内，是幼果迅速发育期，需要大量的养分与水
分，为了减少落果，灌水是关键。灌水方法以沟灌较好，湿润土层
40厘米即可。
2.灌水的方法目前灌水多用地面大区漫灌和树盘浇灌，这两
种方法用水量大，土壤容易板结。沟灌或穴灌，比较省水，土壤不
致板结。喷灌不破坏土壤结构，可调节果园小气候，春天还可防止
霜冻，夏季可降低树体温度，对土地平整度要求不高，适于复杂地
形，工效高，用水省；但喷灌有时会加重病害，有风时灌水不
均，投资较大。滴灌比喷灌更省水，在气温越高、越干旱的地区，
滴灌节水的效益越明显，用水仅为地面灌水的1/5，甚至更少，它
用于山地、丘陵水源缺乏地区，发展滴灌增产效果大，虽然投资较
多，但经济效益高。
3.排水雨季水分过多时，如果长时间不排除，会造成根系
损伤，树势衰弱及死树，因此必须及时排水。山地果园在雨量大
时，应及时清理沟渠保障畅通，以利水分及时排出。平原黏土地果
园应挖排水沟，排水沟的深度与沟间距依雨季积水程度而定，排水
沟的深度应使最高水位低于根系集中层40厘米。雨季积水较轻或
土质较黏以及沙滩地果园雨季地下水位高于80~100厘米的园区可
每4~6行树挖1条沟，积水严重或土质黏重的可每2~3行树挖1条
沟，沟口应与园外的排水渠相通。
·48·"|./李高效生产及绿色防控技术.pdf|44
45|"第三章李绿色高效栽培技术
四、整形修剪
(一)整形修剪的意义
整形修剪是李生产中最重要的栽培技术措施之一，运用正确的
整形修剪技术对于实现李的稳产与优质具有关键性作用。整形修剪
的主要目的意义在于以下4方面。
1.调节树势，平衡树体的营养生长和生殖生长的关系树体的
营养生长和生殖生长存在着相互依存与相互制约的关系，良好的营
养生长是保证良好生殖生长的基础，树体的营养生长过旺或过弱都
会抑制其生殖生长，影响花芽形成的数量与质量。因此，要保证生
长与结果所要求的健康树体，通常通过采用不同的修剪方式缓和或
加强树体生长势，平衡树体的营养生长与生殖生长，整形修剪技术
是调控这种平衡关系的重要手段之一。
2.控制树体的大小和形状，满足生产者与消费者的需求根据
生产目的和需要，通过合理的整形与修剪可以达到人们对树体大小
和形状的基本要求，满足常规生产果园树体对光照和通风的要求和
观光果园人们对树体观赏性的需要。
3.改善树体通风透光，提高光合效率，减少病虫害的发生
树冠内的通风透光条件通常与树形和树冠内外的枝条分布有关。合
理的整形与修剪能够调控树冠内外的枝条分布，保障树冠内部有充
足的光照条件，提高叶片光合效率，减少病虫害的发生，从而使树
体健壮，减少农药使用，保证果园的生产环境安全和果实的食用安
全。
4.促进高产稳产，有效延长树体的经济寿命果树的有效经
济寿命是反映果树生产效率的最重要指标。合理的整形与修剪，可
以稳定树势，提早果树结果时间和延长有效经济寿命，最大限度地
满足果树商品生产对经济效益的要求和观光农业对观赏性的需要。
·49·"|./李高效生产及绿色防控技术.pdf|45
46|"李高效生产及绿色防控技术
(二)树形培育
李树的常见树形有自然开心形、疏散分层形等。
1.自然开心形主干高度为40~60厘米，没有中心干，主枝
数为3个，主枝与主干呈40°~45°角。主枝间距为10厘米，
分布均匀，方位角约呈120°。在各主枝上，按相距30~40厘米的
标准，配置2~3个副主枝，方向相互错开。第一副主枝距主干30
厘米，并与主干呈60°∼70°角，树冠开张，开心而不露干。
2.疏散分层形主干高度为30~40厘米，有中心主干，主枝5
~7个，稀疏地排列在中心主干上。第一层主枝数为3个，第二层主
枝数为2个，第三层主枝数为1~2个。通常，李树的主枝为2~3
层，盛果后期留2层。将中心主干上的第三层主枝疏去后，称疏散
二层式。第一层主枝基角为50°~60°，主枝间距为20~30厘
米，分布均匀，方位角约呈120°；第二、第三层主枝基角略小
些，为45°~50°。从上而下俯视，第二、第三层主枝正好分布在
第一层的3个主枝之间。第二层主枝间距为10~20厘米，各层间距
为50~60厘米。第一层主枝上配置副主枝2~3个，第二、第三层主
枝上配置副主枝1~2个。各主枝上的副主枝间距30~40厘米，方向
相互错开。副主枝与主枝之间水平夹角为45°。
(三)修剪
1.幼年树修剪李树定植后至投产前称为幼年树。幼年李树
应以抽梢扩大树冠、培育骨干枝、增加树冠枝梢和叶片为主，因此
修剪应以整形为主。苗木定植后，在距地面一定高度处定干。平地
李园定干可高些，通常为40~60厘米；山地李树定干高度可适当矮
一些，以30~50厘米较为适宜。
(1)第一年的修剪。
①夏季修剪。萌芽期要抹除李树整形带以下的芽，整形带内过
多的枝梢应予以疏除，只保留3个生长健壮、分布均匀和错落着生
的枝条，作为主枝进行培养。
·50·"|./李高效生产及绿色防控技术.pdf|46
47|"第三章李绿色高效栽培技术
②冬季修剪。冬季修剪时，对主枝延长枝作适当的短截，通常剪去
枝条先端部分的1/4~1/3。如果李树的主枝着生角度过小，可利用“里芽
外蹬”的方式，改变延长枝的方向，使其角度开张。如果李树的主枝过于
下垂，可利用选留内芽的剪法加以调整，也可采用撑拉枝技术，将主枝基
角调整为45°∼50°，主枝方位角调整为约120°。过密的枝条予以疏
除，保留的营养枝按辅养枝对待。
(2)第二年的修剪。
①夏季修剪。6月下旬，在各主枝上选留第一侧枝，其余枝条，过
密的予以疏除，保留的要及时摘心，促使分枝，形成枝组。对于竞争枝与
外围旺长枝，可以疏除，也可采取多次摘心或拉枝措施，将其拉成斜生
状，缓和生长势，形成结果枝。要避免拉成水平或下垂状，否则会使被拉
枝的后部背上枝旺长，难以形成结果枝。对徒长枝要从基部予以疏除。
②冬季修剪。将主枝的延长枝进行适当短截，通常剪去枝条的1/3。
为平衡主枝间的生长势，可以强枝强剪，弱枝轻剪。每个主枝上选留2~3
个副主枝，第一副主枝距主干约30厘米。三大主枝上的第一侧枝，不分
左右，视空选留，但最好在各枝的相同方向上，以留在背斜侧为好。第二
侧枝与第一侧枝方向相反，间距为30~40厘米。各个侧枝与主枝的交叉
角度要大，以充分利用空间及光能，通常为45°~50°。主、侧枝上
所生长的短小枝，应全部保留，以培养成短果枝和花束状果枝。对中、
长枝要进行适当的短截，以促使分枝，形成结果枝。对于生长势旺的强枝
和徒长枝，可将其从基部疏除，也可对其进行拉枝，拉至斜生状，以缓
和生长势，促使形成结果枝，不能把它拉成水平或下垂状，否则会使被拉
枝的后部背上枝旺长，难以形成结果枝。
（3）第三年的修剪。第三年采取第二年的冬季修剪方法，处理主枝
和侧枝的延长枝。在各主枝上选留第三侧枝，并使其方向与第二侧枝的
方向相反，间距为30~40厘米，与第一侧枝在同一方向上。注意李树各
级枝条的从属关系，即主枝大于侧枝，基部第一主枝大于第二、第三主
枝，防止主枝上下重叠和交叉。结合夏季修剪，及时除去过多的直立旺
长枝和竞争枝。经过3~4年的培养，树形即可形成。
·51·"|./李高效生产及绿色防控技术.pdf|47
48|"李高效生产及绿色防控技术
2.结果树修剪李树定植3~5年后开始结果，产量也逐年上
升。此期的李树，应以营养生长为主，继续扩大树冠，从而尽早进入
结果盛期。
(1)控制树体长势，明确主从关系。初结果李树生长势强，应控
制树体的长势，保持主枝、副主枝之间生长的平衡，使树体主枝、副
主枝具有明确的主从关系。对于生长势过强的枝条，可将其从基部剪
除，或通过拉枝，使其开张角度。对长势强的枝，可将其拉至水平
状，特旺的枝可拉至下垂，以缓和生长势。适当疏去背上旺长枝，留
中庸偏弱枝，促发短果枝和花束状果枝，提高结果能力。
(2)继续短截延长枝。对初结果李树主枝、副主枝的延长枝，可
作适当短截，即剪去枝条先端衰弱部分的1/4~1/3，剪口芽留外向
芽，使延长枝逐年呈波浪状延伸。对生长过弱的初结果李树，可以抬
高其枝头，适当重截延长枝，即剪去枝条的1/2，剪口芽留内向芽。
对其他枝条，应多截少疏，使其逐年转强。生长较旺的李树，剪口芽
留外向芽，短截延长枝，也可用背后枝换头，开张主枝角度。
(3)及时处理长果枝和强旺生长枝。初结果李树营养生长较旺，
对于1年生强壮的生长枝或长果枝，可采取摘心处理的技术措施，将
强枝约留50厘米长后摘心，冬季修剪时，再将强枝留35~45厘米长
后短截。对李树中等的枝留20~30厘米后剪截，有利于结果枝组的形
成。对于树冠内膛的过密枝和细弱枝，应予以疏除，以改善树体通风
透光条件，促使树冠中、下部正常结果。
3.盛果期李树修剪李树栽植6~7年后，产量明显上升，进入
大量结果的盛果期。盛果期李树的特点是：主枝开张，树势缓和，
中、长果枝比例下降，短果枝、花束状果枝比例上升。因此，提高树
体营养水平、保持树势健壮、调整生长与结果的关系、维持盛果期年
限对盛果期李树至关重要，这就必须使树体结构匀称，枝条分布合
理，枝叶数量适当，树冠通风透光，营养生长与开花结果保持相对平
衡，有效地延长李树的盛果期。
·52·"|./李高效生产及绿色防控技术.pdf|48
49|"第三章李绿色高效栽培技术
(1)冬季修剪。冬季修剪基本要求是保持理想的树形和各级枝
条间的主从关系，合理调节李树营养生长与生殖生长的关系。
①及时调冠整枝。要使成年李树保持高产稳产，必须使树冠
的各个部分互不遮挡，做到上部稀，外围疏，内膛饱满，通风透
光，层层疏散。注意控制树冠上部抽生的直立大枝，以缓和树
势，防止树冠出现上强下弱的现象。冬季修剪时，要剪除先端强
枝旺枝，适当短截中庸枝，疏除交叉枝和重叠枝。树冠外围大枝
较密者，疏剪部分2~3年生大枝，以改善内膛光照条件，延长盛
果期年限。
②继续短截延长枝。对主枝、副主枝的延长枝适当短截，剪
去先端部分的1/4~1/3。第二年可抽生2~3个枝条，选取一个开
张角度适宜的枝作延长枝，再选留一个枝条作为侧生枝，其余枝
条自基部剪除。如果主枝角度过小，用多年生或1年生背后枝换
头，开张主枝角度；如果主枝角度过大，可用生长角度较小的背
上枝替代原主枝延长枝。对结果多、长势过弱的树，可适当重截
延长枝，即剪去枝条的1/2，剪口芽留内向芽，以抬高枝头，增
强树势，扩大树冠。
③适当疏枝，改善光照。李树成枝力较强，新梢中部多形成
腋花芽，并可形成短果枝和花束状果枝，开花结果。如不对它进
行适当修剪，会因枝量过多，影响产量。对树冠内的交叉枝、重
叠枝和密生枝等，应予以疏除。对大枝背上剪、锯口萌生的丛生
枝，在有空间时适当留1~2个，将其余的疏除。主枝和副主枝上
的短果枝或花束状果枝，如果数量过多，应适当疏剪，以改善光
照，延长盛果期年限。
④更新培养枝组。强旺的小型结果枝组，可剪去先端强枝，
下部长果枝留7~8节花芽，中果枝留4~6节花芽，短果枝和花束
状果枝不剪，如果过密可以疏除。过弱的小型枝组，回缩至花束
状果枝处更新复壮。对直立徒长枝，过强的可视其着生位置情况
进行修剪。没有利用价值的，从基部剪除；有利用价值的，去强
留弱，去直立留平斜，促使其形成短果枝和花束状果枝，以培养
新的枝组。也可采取拉枝措施，将强旺直立枝拉至水平，将特旺
·53·"|./李高效生产及绿色防控技术.pdf|49
50|"李高效生产及绿色防控技术
的拉至下垂，并适当疏剪背上旺长枝，留中庸偏弱枝，促发短果枝
和花束状果枝，以利于结果，达到均衡树势的目的。
⑤适度短截营养枝。对1年生枝作适度短截，即剪去枝条的1/
4~1/3，其先端可抽生1~2根长枝，中、下部易形成短果枝和花束
状果枝。对于生长过旺的营养枝，可采用弱枝带头，进行短截，即
剪口留有弱小的枝条，以缓和生长势，有利于形成短果枝和花束状
果枝。对于过密枝和细弱枝，应予以疏除。
⑥合理回缩修剪。下垂枝结果后，枝条衰退，可逐年进行回
缩修剪，从健壮处下剪，剪去先端下垂衰弱部分。对所发生的剪口
芽留内向芽，以抬高枝梢位置。对多年生冗长枝和衰弱枝，一般
可从2~4年生处进行回缩，并在剪口留壮枝、壮芽带头，增强树
势。
(2)夏季修剪。
①疏除部分花枝，提高坐果率。在早春对开花结果过多的
树，适当疏剪成花母枝，剪除部分生长过弱的结果枝。对中、长果
枝修剪程度可稍重一些，即剪去枝条的1/3~1/2，以减少养分消
耗，有利于保果。
②调节树体结构，减少养分消耗。采果后，注意及时调整树
体结构，改善光照条件。要疏除或重回缩密挤、挡光的大枝，疏除
主枝前端旺盛的分枝，将主枝理顺成单轴延伸或缩至弱分枝处，既
解决光照不良问题，又能防止结果部位外移。
③适当留枝，增光减耗。及时抹除树冠内膛的新梢，可避免树
体营养的无谓消耗，一般每7~10天抹1次。果实膨大期，要严格控
制枝梢旺长，促使果实膨大。对过密枝梢要予以疏除。有空间时，
对生长旺盛的枝条，要及时进行摘心处理，促使分枝，长出副梢。
在秋初或秋末，对长出的过多副梢进行回缩或疏剪，以控制其生
长，促使形成结果枝组。
④及时处理长枝。对于1年生强壮的生长枝或长果枝，可采取
摘心措施，强枝留50厘米摘心，缓和枝梢生长势，促使其分枝。长
出的副梢过密时予以疏除，促使树冠中、下部枝条生长健壮。长势
旺者可再次进行摘心处理，缓和生长势，促使形成短果枝和花束状
果枝，培养良好的结果枝组。
·54·"|./李高效生产及绿色防控技术.pdf|50
51|"第三章李绿色高效栽培技术
4.衰老树修剪盛果期后，李树生长缓慢，新梢既短又弱，局
部衰退，结果部位外移呈伞状，主枝、侧枝下部光秃，短果枝和过
密的花束状果枝开始枯死，开花多，坐果少，产量低而不稳，隔年
结果现象严重。因此，应加强肥水管理，更新复壮骨干枝，延缓骨
干枝的衰老和死亡，及时有计划地回缩更新枝组，集中养分供应，
使之尽快恢复生机，维持树势，延长其经济结果年限。
(1)更新复壮骨干枝。根据树体衰弱程度及树体结构，在主
枝、侧枝的中下部回缩大枝，选择角度较小、生长健旺的背上枝作
延长枝；或在大枝的直立向上处回缩，促进隐芽萌发，将其培养成
主枝头、侧枝头。
(2)重新培养骨干枝。对衰弱骨干枝，可培养树冠内部方位适
宜的徒长枝代替。夏剪时，对徒长枝摘心，促其增粗生长，抽发副
梢；冬剪时，选择先端长势较强的枝作为骨干枝培养，短截其先端
衰弱部分的1/4~1/3，剪口芽留内向芽，抬高枝梢位置，增强枝
势，使其及早代替衰弱骨干枝，恢复和形成完整的树冠。
(3)更新结果枝组。更新骨干枝的同时，也要对各类枝组回缩
更新，大的骨干枝组应在2~3年内回缩更新1次。首先，将树冠上
部的骨干枝组进行回缩(落头)，在其中下部2~3年生年轻枝组或中
间枝(叶丛枝)处进行重短截回缩。其次，将树冠中下部的大枝组，
回缩到先端2~3年生的枝背上角度大的分枝处，把原枝头剪去，以
背上的小枝代替骨干枝头，促使回缩口下部的枝组或潜伏芽萌发成
为强势新枝或徒长枝。然后摘心处理，并于新梢生长期留40~45厘
米再次摘心，促其增粗生长，抽生副梢形成分枝，形成结果枝组，
恢复生长势。对余下的大枝组，第二年采取同样的方法，进行回缩
更新和新梢摘心，以形成短果枝和花束状果枝。连续2~3年采用先
缩后放的方法，就可以培养出更新结果枝组。
同时，对回缩后留下的小结果枝组，要有计划地轮换回缩，使
其保持一定产量。对长势衰弱的结果枝组，应回缩到靠近骨干枝的
·55·"|./李高效生产及绿色防控技术.pdf|51
52|"李高效生产及绿色防控技术
分枝处，使之更新复壮。如果一次重回缩后，仍难以选择背上角度
小而年轻的分枝来替代原枝头，可分两次进行。
(4)培养新的结果枝组。对于衰老期的李树，在修剪中要十分
注意培养新的结果枝组。对树冠内促发的徒长枝，可视其着生位置
的情况，进行适当的处理。没有空间位置的徒长枝，可将其从基部
予以疏除。在有空间利用时，可采取连续摘心的方法，去强留弱，
去直立留平斜，促使其形成短果枝和花束状果枝，从而将其培养成
新的结果枝组。也可对它采取拉、弯、压等措施，改变枝条的方
向，将强旺直立的枝条拉至水平状，特旺的枝条拉至下垂状，以减
缓枝条的生长势。与此同时，要适当疏剪背上旺长枝，保留中庸偏
弱枝，使之形成短果枝和花束状果枝，待其开花结果后再进行回
缩。通过采用先放后缩的办法，可以将树冠内的徒长枝培养成为结
果枝组。
(5)重肥防虫，加强管理。修剪是更新复壮的手段，土肥水管
理、树干涂膜保护和病虫害防治是更新复壮的根本。如果没有肥水
作保证，又不防治病虫害，单凭修剪无法实现老年李树更新复壮目
标。
对衰老李树的更新复壮，应该在权衡利弊后，再决定是否进
行。对于入不敷出的老园，应及时淘汰或坚决砍伐衰老李树。另
外，对已不符合市场需求的老品种，也应及时改换新优品种，以提
高经济效益。
五、花果管理
(一)花果管理原则
花果管理是指直接对花或果实采取的管理措施，包括疏花疏
果、保花保果、果实套袋、铺反光膜、夏季修剪等提高果实外观和
内在品质的栽培技术措施。随着人们对果实品质的要求越来越高，
花果管理用工在整个栽培过程中所占的比重也逐年增加。花果管理
是一项精细、费工、成本较高的生产措施，其执行的好坏直接影响
·56·"|./李高效生产及绿色防控技术.pdf|52
53|"第三章李绿色高效栽培技术
到产量高低和品质好坏，如何提高花果管理水平已成为现代果树栽
培中一项重要的任务。李花果管理的原则为根据品种及环境条件的
不同，灵活采取提高坐果率、疏花疏果及保花保果等措施，达到产
量稳定、优质果率提高的目的。
(二)花果管理措施
1.疏花疏果李易成花，大多数品种在正常条件下都可形成足
量的花芽。除部分品种外，李坐果率也较高，尤其是成年树，坐果
量往往超过树体所能承载的数量，造成果实大小不一、品质低、树
体衰弱、当年成花质量下降和影响翌年生产等问题。因此，合理疏
花疏果是提高优质果率必不可少的重要措施。
李属自花结实品种，花量大，坐果率高，若不进行疏果，后期
负载过重，果实生长受阻，品质下降。针对自花结实率较高的品
种，对于结果枝预留过长的枝条应及时短截疏花，也可在盛花期采
取疏花措施，疏除过密的花朵和花芽，保留长势壮的花朵，按照
“疏果不如疏花、疏花不如疏枝”的原则，减少后期疏果量。确定
合理的负载量，是正确进行疏花疏果的前提。不同品种、不同树
势、不同树龄以及在不同土壤肥力条件下，其树体承载能力相差很
大。在生产中确定合理的负载量，主要依据以下几项原则：第一，
保证当年一定的产量及良好的果实质量；第二，保证当年能够形成
足量的优质花芽；第三，保证树势不衰弱并能连年丰产。
在李花枝坐果以后的1~2周进行疏果处理，根据品种、规格以
及长势来确定单株果树的果量，弱果、病果、畸形果都要疏除。疏
果时，10厘米的结果枝留4~5个果，中果枝留2~3个果，主干上
的束状花序、短果枝留1~2个。大果型品种疏2次以上，第一次疏
果是在落花后1~2周，第二次疏果也称定果，一般在花期结束后
一个半月进行。疏果时应掌握早熟品种先疏，晚熟品种后疏；生理
落果结束早的品种先疏，结束晚的后疏；盛果期的树先疏，幼树晚
疏。
2.保花保果李大部分品种具有自花结实能力，因此在一般
·57·"|./李高效生产及绿色防控技术.pdf|53
54|"李高效生产及绿色防控技术
情况下坐果率较高，但在生产中也常出现由于坐果率低、落花落果造成
减产的情况。李出现落花落果的主要原因有以下几个方面：品种的差
异，如贵州品种蜂糖李坐果率较低，青脆李系列坐果率较高；春季花期
遇到低温、持续降雨等不良天气时，会造成授粉不良，坐果率降低；
树体养分不足，也会造成花芽质量差，加重落花落果。因此，为了保证
产量的稳定，也必须采取保花保果措施，主要有以下措施。
(1)提高树体贮藏营养水平。树体的营养水平，特别是贮藏营养
水平，对花芽的质量有很大影响。对树势较弱，贮藏养分不足的树除了
要合理疏花疏果，节省养分外，在花期前后应及时采用土施或叶面喷施
速效肥的方法补充养分，尤其以叶面喷施更为重要。研究表明，坐果率
较高的花序比坐果率较低的花序的花朵子房中赤霉素含量明显增高，如
给坐果率较低的花序喷施外源赤霉素，可明显提高坐果率。
(2)保证授粉质量。可以通过合理配置授粉树、人工辅助授粉、
果园放蜂等方法保证授粉质量。可选择与主栽品种花期相遇或相近、花
粉量大、与被授粉品种亲和性好的品种作为授粉树，授粉树与主栽品种
的数量比例一般为1：8。
·58·"|./李高效生产及绿色防控技术.pdf|54
55|"李病虫害防治
现已记载的李病害有50多种，以流胶病(gummosis)、褐腐病
(brownrot)、袋果病(plumpockets)、穿孔病(plumblackspot
orbacterialleafspot)、炭疽病(anthracnose)等较为常见。流
胶病是我国李园中较为普遍发生的病害之一，降水量越多的地区越容
易发病，以长江流域及江南区域最为严重，管理不善的园区发生率极
高。褐腐病在我国分布较广，北方、南方均有发生，在果实害虫严重
的多雨年份，常有褐腐病的发生且严重时造成大量落果、烂果，带来
很大损失。穿孔病主要包括细菌性穿孔病、褐斑穿孔病、霉斑穿孔病
3种，是李上普遍发生的主要病害，往往引起产量降低、树势衰弱，
严重时出现死树现象，已成为李发展的主要障碍。褐斑穿孔病与霉斑
穿孔病分布普遍，各产区均有发生。炭疽病在我国李产区分布较广，
尤以江淮流域发生较重，常造成果实受害，降低产量。
我国李园区曾经出现果实上蛀孔遍及、大量落果现象，对李产业
造成了严重的影响。随着李产业的不断发展，李的虫害问题不断涌
出。如李小食心虫(plumfruitmoth)、桃小食心虫(peachfruitb
orer)、梨小食心虫(orientalfruitmoth)等食心虫类害虫,卷叶蛾
类、食叶蛾类、螨类、蚜类、介壳虫等害虫在全国各李园经常发生，
给李产业造成了严重危害和经济损失。据不完全统计，我国目前在李
上已发现的虫害有170多种，常见的主要有螨类、蚜类、蚧类、食心
虫类、卷叶和食叶蛾类害虫。另外，黑刺粉虱、茶翅蝽、黑绒鳃金
龟、桃红颈天牛、大青叶蝉等害虫也对我国李产业造成了一定程度的
影响。其中,山楂叶螨(hawthornspidermite)是世界性分布的重
要害螨之一，在我国东北、华北、西北、青藏高原、长江中下游果区普
·59·"|./李高效生产及绿色防控技术.pdf|55
